cntry,eneffap,rdcenr,cflsenr,elgcoal,elgngas,elghydr,elgnuc,elgsun,elgwind,elgbio,wrpwrct,wrenexp,wrdpimp,wrdpfos,wrntdis,wrinspw,wrtcfl,wrtratc,clmchng,clmthgt1,clmthgt2,ccnthum,ccrdprs,wrclmch,ccgdbd,lkredcc,lklmten,gvsrdcc,ownrdcc,inctxff,sbsrnen,banhhap,
FI,88,6,88,5,3,2,88,1,3,1,4,3,8,8,3,3,8,4,2,6,3,3,88,3,88,88,3,6,0,5,1,3,
FI,8,5,10,5,4,3,3,2,2,2,3,4,4,4,4,4,5,5,2,6,4,3,6,3,7,8,8,9,8,3,4,2,
FI,2,4,10,3,3,2,5,2,2,2,1,2,3,4,1,1,1,1,1,6,4,4,10,3,2,7,3,4,3,2,1,4,
FI,8,3,5,4,4,4,3,1,4,2,3,4,3,3,3,4,4,5,2,6,2,3,5,2,5,5,7,6,7,4,3,3,
FI,6,4,8,3,2,2,4,4,2,1,4,4,3,4,3,3,3,4,2,6,4,4,5,3,0,6,5,4,5,2,1,2,
FI,9,3,5,5,5,4,4,3,3,3,2,2,3,3,1,1,2,1,2,6,3,4,3,2,3,5,3,3,3,3,2,3,
FI,7,4,8,5,4,4,4,3,3,2,2,2,3,3,3,2,2,2,2,6,3,3,7,3,4,7,6,6,7,2,2,2,
FI,9,5,8,5,5,3,4,2,2,2,4,4,2,2,3,3,2,3,2,6,3,4,8,3,4,8,4,4,5,2,2,2,
FI,8,6,9,4,3,4,5,2,3,2,2,4,4,4,3,3,3,2,2,6,3,3,7,3,4,7,2,3,7,3,2,2,
FI,8,6,10,4,4,1,5,1,4,3,3,5,5,5,4,4,5,5,1,6,5,3,10,5,0,8,7,5,5,1,3,2,
FI,7,5,7,3,3,3,3,3,3,3,2,3,3,3,2,1,2,1,1,6,4,2,5,3,2,6,2,1,0,3,2,2,
FI,5,5,7,4,4,2,4,2,2,2,2,3,3,4,4,3,2,2,1,6,4,4,8,4,3,4,5,7,3,2,1,3,
FI,9,3,8,4,4,3,5,2,3,3,2,3,3,4,2,1,2,3,1,6,4,4,10,3,5,7,3,2,7,2,2,2,
FI,8,4,7,2,2,3,5,2,2,3,2,3,3,4,3,3,2,3,1,6,4,4,9,4,3,7,4,6,8,3,2,2,
FI,8,6,9,4,4,2,3,2,2,1,4,4,4,4,4,4,4,4,2,6,3,3,6,3,6,5,9,9,9,4,3,4,
FI,8,4,4,3,4,3,4,3,2,3,2,4,3,3,2,2,2,2,2,6,3,3,8,3,3,6,8,10,5,5,2,3,
FI,10,6,8,4,4,2,4,3,3,3,2,3,3,3,3,3,2,2,2,6,1,3,7,2,5,5,5,5,2,4,2,2,
FI,10,4,4,5,4,2,1,4,4,2,2,4,3,4,2,3,2,2,2,6,2,1,4,2,3,2,5,4,1,3,5,3,
FI,0,4,0,5,5,3,1,4,2,4,2,5,5,4,2,1,1,1,1,6,3,4,0,3,3,1,0,9,0,4,2,5,
FI,8,6,7,4,3,3,4,2,3,3,4,4,3,4,4,3,2,4,2,6,3,4,7,4,3,5,7,5,7,3,2,2,
FI,9,4,7,3,3,2,4,2,2,2,2,4,4,4,3,2,2,2,2,6,2,4,8,3,5,6,4,6,3,3,2,2,
FI,8,4,8,4,3,3,5,2,2,2,2,3,4,4,4,4,3,4,2,6,3,4,8,3,4,7,2,3,6,2,1,2,
FI,8,3,9,5,4,2,3,5,4,1,2,3,3,3,2,2,2,2,3,6,4,2,1,1,2,1,1,2,1,1,4,2,
FI,10,5,6,3,4,2,4,3,3,2,3,3,3,3,3,3,4,3,2,6,3,4,6,3,4,3,3,4,3,3,2,4,
FI,8,4,2,5,5,4,4,2,2,4,2,3,2,2,3,2,2,2,2,6,3,3,4,2,3,5,3,2,2,4,2,3,
FI,9,3,5,4,3,3,4,1,2,2,3,4,3,3,3,2,2,2,2,6,4,4,6,3,5,7,7,4,6,4,2,2,
FI,8,4,7,88,4,3,4,2,4,3,3,4,3,3,3,3,3,2,2,6,2,3,7,2,5,4,3,4,3,5,2,3,
FI,1,3,8,88,3,2,5,1,3,2,1,3,3,2,2,2,2,1,2,6,2,3,6,3,0,2,3,4,0,5,1,2,
FI,8,4,8,88,88,88,3,1,3,2,3,3,1,3,3,2,3,2,2,6,3,3,10,3,6,5,3,7,8,4,2,2,
FI,7,3,7,5,3,2,3,2,3,2,2,3,3,3,3,2,2,1,2,6,3,3,7,2,8,9,9,8,5,2,2,3,
FI,5,1,10,88,88,88,88,88,88,88,4,4,4,4,1,5,1,1,1,6,2,5,0,3,1,0,0,0,0,5,5,3,
FI,9,4,6,88,88,1,4,2,4,2,2,2,3,3,2,2,3,2,1,6,3,4,6,3,4,5,2,7,3,2,2,2,
FI,7,4,6,5,3,4,4,4,4,3,2,3,3,3,3,2,2,2,2,6,2,4,7,3,3,5,3,5,3,4,2,3,
FI,9,3,5,5,4,4,4,1,2,3,2,3,3,4,2,2,2,1,1,6,5,4,8,4,3,8,4,5,2,4,1,2,
FI,9,4,8,5,4,3,4,3,3,3,2,3,3,3,2,2,2,1,2,6,4,3,6,3,3,4,5,4,0,2,2,2,
FI,5,3,5,5,3,5,1,3,3,3,3,3,3,3,4,3,3,3,1,6,2,3,5,2,5,5,8,3,2,3,4,2,
FI,10,5,8,5,2,3,5,2,2,2,3,4,3,4,4,2,3,3,2,6,3,3,7,3,7,8,7,7,4,2,2,1,
FI,9,4,9,3,3,3,4,2,2,2,2,3,2,3,2,2,2,2,1,6,4,4,9,3,2,7,3,5,5,4,2,2,
FI,9,4,8,5,3,2,3,1,3,4,3,3,1,3,2,4,4,5,2,6,3,4,2,2,7,7,1,9,0,2,1,2,
FI,5,5,3,3,4,4,5,2,5,1,2,5,5,5,5,5,5,5,3,6,1,3,3,1,4,0,2,2,0,5,5,4,
FI,9,5,7,3,3,2,4,1,1,2,3,3,2,2,2,2,2,1,2,6,3,3,4,3,6,5,5,6,4,3,2,2,
FI,8,6,2,5,4,4,4,2,3,3,4,4,4,4,3,4,2,5,2,6,2,4,6,3,4,7,3,5,7,2,2,2,
FI,6,3,4,4,3,1,2,3,3,1,1,3,3,3,2,1,1,3,1,6,4,3,7,3,5,7,5,7,4,4,2,2,
FI,10,2,8,3,2,3,3,4,3,1,1,3,3,2,2,2,2,1,1,6,2,3,4,2,5,5,3,5,2,2,1,4,
FI,10,3,10,4,4,2,3,2,3,3,4,4,3,4,4,4,4,5,2,6,3,3,10,3,7,7,10,6,6,2,2,1,
FI,4,5,7,4,4,4,3,3,5,1,1,4,3,3,3,2,3,3,1,6,3,5,7,3,7,6,6,4,5,5,5,3,
FI,4,2,5,4,2,2,3,4,2,1,2,3,3,3,4,4,4,5,2,6,2,3,9,3,5,7,7,6,7,2,3,4,
FI,6,3,10,4,3,2,2,1,1,1,4,3,5,4,5,1,3,3,2,6,3,3,8,3,5,3,8,6,0,4,4,4,
FI,9,4,9,88,4,3,88,2,3,1,3,4,3,4,5,5,4,3,2,6,3,4,10,3,3,7,3,7,8,4,2,3,
FI,10,3,4,5,5,3,3,3,3,4,2,2,3,2,2,2,1,3,2,6,3,3,5,3,4,5,3,8,2,4,1,4,
FI,10,5,8,3,4,4,3,3,1,1,3,5,4,4,4,3,3,2,2,6,3,3,7,3,3,1,1,1,4,5,2,4,
FI,9,4,10,5,3,3,2,3,3,2,3,4,4,4,2,2,2,2,1,6,4,4,5,4,0,3,1,4,1,4,3,2,
FI,10,5,9,4,4,3,5,2,2,3,3,4,4,4,3,2,3,2,2,6,3,3,8,3,7,6,4,5,5,3,2,2,
FI,8,3,5,88,3,3,5,3,3,2,3,3,1,1,4,3,4,5,2,6,1,1,5,3,5,5,5,88,5,4,2,3,
FI,8,5,10,5,3,4,3,2,3,1,3,4,4,4,3,2,3,3,2,6,3,3,8,3,4,5,7,3,6,2,2,3,
FI,9,4,10,5,2,5,3,2,2,2,2,3,4,4,3,3,3,4,2,6,4,4,8,3,4,8,5,7,10,1,2,1,
FI,10,4,9,4,4,4,1,3,5,4,1,3,4,3,2,2,1,1,2,6,5,4,7,3,7,7,6,6,7,2,5,3,
FI,10,4,4,5,4,2,5,1,2,3,2,3,3,2,3,2,2,3,1,6,5,4,10,4,0,8,5,1,1,4,2,1,
FI,10,4,8,4,3,2,4,3,2,2,1,2,3,3,1,2,2,1,1,6,4,5,9,4,3,6,3,3,0,2,1,1,
FI,7,4,8,88,88,88,88,2,2,2,1,3,3,3,3,3,4,5,2,6,2,3,2,2,4,6,3,6,0,8,2,3,
FI,9,4,7,5,3,3,4,3,2,2,3,2,4,3,1,3,3,1,2,6,2,4,6,3,2,5,4,6,4,2,2,2,
FI,9,6,8,5,4,3,3,2,2,1,2,3,4,4,3,3,2,2,1,6,5,3,9,3,3,8,7,8,8,2,2,1,
FI,10,5,10,5,4,4,5,2,2,1,3,3,4,4,4,3,3,3,2,6,4,4,9,4,2,8,7,8,9,1,1,1,
FI,7,4,7,4,4,3,2,3,3,4,3,3,3,3,3,2,3,2,2,6,4,3,7,3,3,7,2,3,6,2,2,4,
FI,8,3,7,4,3,3,3,2,2,3,3,3,3,3,4,3,3,4,2,6,3,4,7,3,4,5,5,7,7,2,2,2,
FI,5,3,7,3,3,3,4,2,2,1,2,3,2,3,3,3,3,2,2,6,3,3,7,3,4,6,3,7,7,3,2,2,
FI,10,4,7,5,4,2,3,3,2,4,1,1,4,4,2,1,1,2,1,6,4,4,7,2,1,8,2,3,4,1,1,2,
FI,5,4,5,5,3,1,3,3,3,3,3,3,3,3,3,3,2,3,1,6,3,2,7,3,4,4,5,6,3,2,2,2,
FI,10,4,8,5,4,4,5,1,2,1,4,3,3,4,3,3,3,3,1,6,3,4,5,4,3,5,4,3,2,3,2,1,
FI,4,4,5,4,3,4,3,3,4,1,2,3,4,4,3,3,4,4,2,6,3,3,5,3,2,6,5,6,5,3,2,2,
FI,9,5,7,4,3,3,3,2,2,2,3,3,3,3,3,3,3,3,2,6,3,3,6,3,4,5,3,4,4,2,2,1,
FI,9,3,8,5,3,4,2,2,3,2,2,3,3,3,2,2,3,2,1,6,3,4,8,3,1,7,2,4,6,2,2,4,
FI,8,4,7,4,4,3,4,3,3,2,2,5,4,4,3,2,3,2,1,6,3,4,6,3,4,6,4,6,5,2,1,2,
FI,5,4,7,3,4,2,4,4,1,3,2,5,4,3,2,2,2,2,3,6,2,2,1,2,4,3,2,3,3,5,3,3,
FI,10,4,10,5,4,2,5,1,2,1,1,4,5,5,4,5,3,5,1,6,5,3,0,5,0,10,10,0,10,1,2,5,
FI,8,4,8,4,3,3,3,4,4,2,2,3,3,2,2,1,3,1,2,6,3,3,7,3,4,7,5,5,5,2,2,4,
FI,10,4,10,5,2,2,4,2,2,3,2,2,4,4,2,2,2,3,1,6,5,4,8,4,3,9,3,6,7,1,2,2,
FI,9,4,6,5,4,3,1,4,3,2,3,3,3,4,1,2,2,1,1,6,3,5,7,3,5,2,2,4,1,2,2,1,
FI,7,3,5,4,4,3,2,4,5,4,3,4,4,4,3,3,3,4,2,6,3,3,6,3,3,5,4,4,5,5,4,4,
FI,9,3,4,4,4,2,3,1,1,1,3,4,4,3,2,2,2,3,1,6,4,4,7,3,2,3,1,4,3,2,4,3,
FI,10,4,6,4,2,5,4,2,2,1,5,3,5,4,4,5,4,5,2,6,3,3,7,4,2,8,4,7,8,2,3,2,
FI,10,5,7,5,3,5,5,1,2,1,2,3,3,3,3,2,2,1,2,6,3,3,8,3,6,6,8,8,8,3,2,2,
FI,5,4,5,4,4,2,3,2,2,2,2,3,3,2,2,2,2,2,3,6,1,1,5,2,5,5,5,5,5,3,2,3,
FI,9,5,6,4,4,4,3,1,2,2,2,3,2,3,2,2,2,2,2,6,2,3,1,2,7,8,5,2,1,2,1,2,
FI,8,4,7,4,5,3,3,1,1,1,1,3,3,3,2,2,2,1,3,6,2,4,5,2,1,7,2,2,2,4,2,3,
FI,9,5,8,4,3,5,5,1,1,1,1,4,4,5,3,1,2,1,2,6,4,4,8,4,1,2,2,1,4,2,2,2,
FI,8,5,7,55,5,4,5,3,2,2,2,3,3,4,2,2,2,2,1,6,3,5,9,4,3,8,4,6,6,2,2,2,
FI,8,3,7,4,3,3,3,2,3,2,3,3,3,3,3,3,2,4,2,6,2,3,7,3,7,6,5,5,5,2,2,2,
FI,8,4,7,5,4,3,4,3,4,2,3,2,3,3,2,2,2,2,1,6,4,4,6,3,3,7,5,7,7,2,3,3,
FI,6,4,5,5,5,2,4,2,5,3,2,4,4,4,4,2,2,4,2,6,3,4,8,4,2,6,8,4,5,1,5,2,
FI,8,6,88,5,3,3,88,88,5,4,2,2,3,4,3,4,4,3,8,6,3,3,0,3,88,3,3,3,0,3,3,4,
FI,7,3,5,5,3,1,5,1,1,2,3,4,3,5,4,3,2,3,2,6,3,3,3,3,3,6,2,5,1,2,2,1,
FI,4,3,7,4,3,3,3,1,1,2,2,3,4,2,2,1,3,4,2,6,3,2,2,2,3,1,0,3,0,3,2,4,
FI,4,3,7,5,5,2,4,1,2,1,1,3,3,2,3,3,2,2,1,6,4,4,8,3,3,6,5,6,4,3,1,2,
FI,8,5,7,88,3,3,4,4,3,3,4,4,4,3,4,4,3,4,2,6,3,3,8,4,4,7,7,6,7,3,1,1,
FI,5,3,10,3,4,3,3,2,2,2,1,1,3,2,1,2,2,1,3,6,3,3,7,2,4,6,2,6,2,4,2,4,
FI,5,4,7,4,4,3,4,3,3,2,2,2,2,3,3,3,2,2,2,6,2,4,5,3,5,3,5,6,1,3,2,3,
FI,9,5,9,4,4,3,4,3,4,4,2,3,2,2,2,2,2,2,2,6,3,3,6,3,4,6,6,7,5,3,2,2,
FI,5,3,8,3,3,2,2,3,4,3,2,2,3,3,2,2,2,2,1,6,3,4,5,3,2,5,4,6,4,3,3,2,
FI,9,3,8,5,4,2,5,2,2,1,3,3,3,3,2,3,2,2,2,6,3,3,8,2,4,8,7,7,3,1,2,1,
FI,10,4,8,5,3,4,5,2,1,1,2,3,2,3,2,2,2,3,1,6,5,4,7,5,3,5,4,7,5,1,1,3,
FI,5,4,6,5,4,3,4,2,3,1,2,3,2,4,3,2,2,1,1,6,3,4,5,3,5,6,3,4,1,3,2,3,
FI,9,5,7,4,4,3,3,2,2,2,3,2,3,3,4,2,2,2,2,6,3,3,7,2,5,7,6,3,6,2,2,1,
FI,9,3,8,5,4,3,3,3,3,1,2,1,4,4,2,2,3,3,1,6,4,3,5,2,4,7,1,6,1,1,3,1,
FI,9,5,8,4,3,2,4,2,2,2,3,3,3,4,4,3,3,2,2,6,4,4,6,4,5,7,3,5,8,3,2,3,
FI,7,4,9,4,4,3,5,4,4,4,3,2,3,3,3,4,2,4,3,6,2,3,6,2,6,3,5,7,3,4,3,3,
FI,10,6,9,5,3,3,5,3,2,2,2,3,4,4,2,2,3,3,1,6,4,4,8,4,3,6,6,4,4,2,1,1,
FI,9,6,8,5,4,3,5,1,1,1,2,1,2,3,3,1,3,2,1,6,3,3,3,3,4,8,8,8,2,1,1,2,
FI,10,6,10,5,3,2,3,2,1,2,5,5,4,3,4,4,4,4,3,6,3,3,7,3,5,5,5,5,3,5,1,4,
FI,8,4,8,5,3,3,4,3,3,2,2,3,3,4,2,3,2,2,2,6,3,3,7,3,4,8,5,5,8,2,2,4,
FI,7,3,7,4,3,4,4,4,3,3,3,3,2,2,3,2,3,3,2,6,3,3,7,3,4,5,5,5,5,2,2,2,
FI,10,5,5,5,4,5,5,1,1,4,2,4,3,4,3,2,3,2,1,6,5,3,3,4,2,7,1,9,5,1,1,1,
FI,7,4,5,5,4,4,2,1,1,4,2,3,3,3,2,2,2,2,2,6,3,3,5,3,5,4,4,4,4,2,2,3,
FI,3,5,9,5,4,5,5,1,1,1,5,5,4,4,4,2,3,3,2,6,4,4,9,4,1,8,6,4,9,1,2,3,
FI,10,6,3,5,2,4,5,2,1,2,2,2,3,4,2,2,2,1,2,6,4,3,8,3,4,7,3,4,5,4,2,2,
FI,8,5,7,5,3,3,3,2,3,2,2,4,3,3,2,2,2,2,2,6,3,4,7,3,4,3,3,6,3,4,2,2,
FI,8,3,6,4,3,4,2,4,3,3,3,3,3,3,3,2,3,2,2,6,3,4,6,3,4,7,8,7,6,2,2,2,
FI,0,2,8,4,2,3,1,4,4,3,1,3,2,2,2,1,2,2,2,6,2,3,3,2,4,4,2,3,1,5,3,3,
FI,5,3,10,4,4,2,5,1,3,2,3,3,2,5,2,2,2,3,2,6,3,4,9,4,0,3,3,5,1,2,1,5,
FI,7,3,10,5,2,3,4,2,2,1,1,2,2,1,1,1,2,1,1,6,4,4,10,3,3,9,7,9,10,3,2,2,
FI,8,5,8,5,3,3,4,2,2,2,2,3,3,4,3,3,3,2,2,6,3,3,7,3,5,7,5,5,6,1,2,2,
FI,8,4,6,5,3,5,1,2,4,3,3,5,3,3,4,3,2,4,2,6,3,4,2,3,2,3,3,6,2,2,3,4,
FI,8,5,7,4,4,3,3,2,3,3,3,2,3,3,3,2,2,2,2,6,5,3,10,3,2,6,6,7,6,2,2,1,
FI,10,4,6,4,4,2,4,1,1,1,4,3,4,4,3,4,4,5,2,6,3,4,1,3,4,7,2,5,2,3,1,4,
FI,7,4,5,88,3,3,4,2,2,3,2,3,3,3,3,3,2,3,2,6,3,3,5,3,4,7,7,5,5,3,2,3,
FI,10,4,4,4,2,4,5,2,2,2,2,3,2,2,2,2,2,2,2,6,3,4,7,3,4,4,4,3,2,3,2,2,
FI,8,4,6,4,3,4,2,2,3,2,3,2,3,3,3,4,2,4,1,6,3,4,7,3,4,4,3,2,2,4,4,2,
FI,7,4,8,4,2,3,4,3,2,1,2,4,3,4,2,3,3,2,2,6,2,3,7,2,5,2,1,5,6,3,2,3,
FI,8,3,5,4,2,2,3,2,2,1,3,4,4,3,2,4,2,1,2,6,3,3,7,3,1,3,2,2,1,3,1,4,
FI,8,5,3,5,4,5,5,3,2,2,3,3,4,3,3,2,3,3,1,6,3,4,5,3,3,6,3,3,3,3,2,3,
FI,9,5,9,5,4,1,5,3,2,3,2,2,3,5,3,3,2,2,1,6,5,4,8,5,1,9,6,7,7,1,1,1,
FI,8,4,7,5,4,1,1,1,1,4,4,3,2,2,2,2,2,3,2,6,4,3,7,2,5,4,5,7,3,2,3,2,
FI,9,6,8,5,4,2,3,2,2,1,3,4,4,4,1,1,2,2,1,6,4,5,8,4,2,6,2,6,5,2,2,1,
FI,9,5,9,3,3,2,4,3,2,2,3,4,3,3,3,4,4,4,2,6,4,3,9,3,4,8,6,8,7,3,2,2,
FI,10,6,8,5,4,2,4,2,2,1,2,3,3,4,3,3,3,2,1,6,4,4,10,4,3,9,6,6,8,1,1,1,
FI,8,3,9,4,2,4,4,2,3,2,2,3,2,3,2,2,2,1,2,6,3,2,7,2,5,4,5,7,3,4,2,2,
FI,10,5,9,4,3,3,3,4,4,1,3,3,2,3,2,2,2,3,2,6,3,4,5,2,4,5,5,5,3,4,2,4,
FI,10,5,8,4,3,4,4,2,2,1,4,3,3,4,5,3,4,3,1,6,4,4,9,5,2,5,4,4,6,2,2,3,
FI,4,2,4,5,4,2,3,4,3,3,1,3,3,2,2,2,2,2,2,6,2,3,2,2,2,1,3,4,1,2,2,3,
FI,8,4,6,5,4,2,3,4,3,1,3,4,5,3,4,3,2,3,2,6,3,4,7,3,4,7,2,4,0,3,3,2,
FI,8,4,8,4,3,2,3,4,4,2,3,3,3,4,5,5,5,5,2,6,4,3,8,3,3,8,5,7,3,2,2,4,
FI,3,2,0,4,2,1,4,1,1,2,1,5,2,3,1,2,1,1,4,1,6,66,66,6,66,66,66,66,66,3,3,3,
FI,6,3,8,5,4,1,3,1,3,2,1,1,4,1,1,2,1,1,2,6,2,3,3,1,5,9,4,5,2,4,1,3,
FI,9,5,7,3,3,2,4,2,2,3,2,2,2,3,2,2,2,1,1,6,3,4,8,3,2,6,4,5,7,4,1,3,
FI,10,5,10,4,2,5,5,1,2,2,3,4,4,3,2,2,3,2,2,6,3,4,0,3,1,5,2,1,8,5,2,4,
FI,10,4,7,5,4,4,3,2,3,1,2,3,4,4,2,1,2,1,2,6,3,4,10,3,3,8,3,2,8,1,2,2,
FI,8,3,8,4,3,2,2,1,2,2,2,3,3,2,2,2,2,2,3,6,2,3,6,2,6,6,6,7,5,3,2,3,
FI,9,3,2,4,3,3,4,1,1,1,2,3,2,2,3,3,3,4,2,6,2,3,3,2,5,6,2,8,1,2,3,4,
FI,4,5,5,5,2,2,2,2,2,2,1,3,1,2,2,2,1,1,2,6,3,3,6,3,1,2,7,8,8,4,4,3,
FI,9,4,6,4,3,4,4,3,3,3,1,1,2,2,2,2,2,2,1,6,3,4,7,3,5,7,7,4,2,4,3,3,
FI,3,2,3,5,4,3,3,4,4,4,3,2,1,3,1,1,1,1,3,6,4,4,1,1,5,9,2,2,1,1,1,1,
FI,9,5,8,4,2,3,5,2,2,2,4,3,3,4,3,2,3,2,1,6,4,4,10,4,2,7,7,6,8,5,1,2,
FI,8,5,8,88,3,2,4,3,4,1,4,4,4,5,2,2,3,1,1,6,4,4,7,4,2,8,3,5,1,1,2,4,
FI,9,5,10,5,3,3,2,2,3,3,2,3,2,2,2,2,2,2,2,6,4,2,6,2,3,3,7,5,3,3,1,2,
FI,10,6,2,5,4,4,5,1,1,1,3,2,4,4,2,3,3,2,1,6,5,4,10,4,0,5,8,4,1,1,1,1,
FI,5,4,7,5,3,4,5,2,3,1,2,2,2,3,3,2,2,2,1,6,4,4,8,3,5,5,7,4,7,3,2,3,
FI,8,5,7,4,3,1,3,1,1,2,2,3,5,3,2,2,2,1,2,6,3,3,2,2,7,2,1,7,1,4,1,4,
FI,9,6,8,5,4,1,3,1,1,1,4,4,4,4,5,4,2,2,1,6,4,5,8,4,5,6,5,6,7,1,2,1,
FI,10,6,8,4,4,2,5,2,2,2,2,3,4,4,3,3,3,2,1,6,4,4,9,4,3,7,5,5,7,3,2,1,
FI,8,4,6,88,88,3,5,1,1,2,4,4,4,4,4,4,4,3,2,6,3,3,6,3,4,7,5,6,6,3,2,3,
FI,9,3,10,4,3,1,4,4,4,2,3,3,4,4,3,2,3,2,2,6,4,4,10,3,5,6,2,3,6,2,3,4,
FI,7,3,5,4,2,2,2,3,3,2,2,3,3,3,2,2,2,2,2,6,2,3,5,2,3,4,2,6,2,5,2,3,
FI,10,6,4,3,3,4,2,4,4,4,1,2,3,4,2,2,2,3,2,6,3,3,7,3,0,6,1,2,2,3,5,1,
FI,3,4,7,3,3,2,5,1,2,3,4,2,2,4,3,3,2,1,1,6,4,4,10,4,3,2,8,10,0,4,1,1,
FI,10,5,9,5,3,5,4,1,1,2,3,3,4,4,2,2,2,3,1,6,4,4,7,3,1,10,6,5,8,5,1,4,
FI,9,3,3,5,3,3,5,1,4,1,3,3,4,4,2,1,1,1,1,6,2,4,8,4,3,3,7,88,1,4,1,4,
FI,2,4,7,4,4,4,5,3,3,5,2,4,3,3,5,4,4,5,1,6,4,3,6,4,5,7,5,3,3,4,4,3,
FI,5,5,5,4,3,4,5,3,3,3,2,4,3,3,3,3,3,3,2,6,3,3,5,3,5,5,5,5,3,3,2,3,
FI,9,5,8,5,2,2,1,2,4,1,3,5,4,3,4,3,3,2,2,6,3,3,6,3,3,5,3,4,4,3,4,2,
FI,9,4,7,4,3,3,4,1,1,2,4,3,4,3,5,4,5,5,1,6,5,4,6,5,5,9,2,5,8,2,1,2,
FI,7,6,0,4,3,2,4,2,2,2,4,3,4,4,3,2,3,3,1,6,4,3,5,4,3,3,0,2,0,2,1,2,
FI,9,5,9,5,5,3,3,3,3,4,2,1,3,3,2,2,2,3,1,6,4,4,10,4,2,8,2,3,3,1,1,2,
FI,5,4,8,3,3,3,5,2,3,2,1,3,3,3,2,2,2,3,2,6,4,4,9,3,1,8,7,7,7,3,1,1,
FI,9,4,6,4,3,4,4,3,4,3,2,3,2,3,3,2,3,3,3,6,3,2,2,2,5,2,2,3,2,4,2,3,
FI,10,6,10,5,3,1,4,1,3,1,2,4,4,4,4,4,2,2,1,6,5,5,10,4,1,9,1,1,5,2,1,2,
FI,9,5,9,4,4,3,3,3,3,3,2,2,3,4,2,1,2,2,1,6,4,3,9,4,1,7,2,2,4,2,1,2,
FI,6,3,7,4,3,3,2,3,2,3,1,2,3,3,1,1,1,1,2,6,3,4,7,3,3,8,6,8,7,2,2,2,
FI,8,4,8,3,4,2,4,2,4,3,4,3,3,4,3,3,3,4,1,6,4,4,6,3,1,7,2,2,1,2,2,3,
FI,8,3,6,5,4,2,4,2,2,2,2,4,1,2,1,3,3,4,2,6,2,3,0,3,5,5,5,6,1,2,2,2,
FI,9,4,7,4,3,3,3,2,2,2,2,3,3,3,3,2,3,2,2,6,3,3,7,3,5,5,6,6,4,4,2,2,
FI,10,5,5,5,4,2,5,3,2,3,3,4,4,4,3,3,3,2,2,6,3,4,3,3,88,4,0,0,0,2,2,4,
FI,8,6,4,5,5,5,5,3,3,3,4,3,4,4,2,3,3,3,1,6,4,5,8,4,3,7,4,2,4,2,1,2,
FI,9,4,9,4,3,4,1,2,2,2,3,2,3,4,3,2,2,1,1,6,3,3,7,3,2,2,7,6,4,2,2,3,
FI,3,4,7,4,2,2,2,2,4,1,2,3,3,3,2,3,3,2,1,6,3,4,6,3,2,4,4,7,3,2,2,1,
FI,3,3,6,5,4,4,1,2,2,3,1,2,2,3,1,1,1,1,1,6,2,4,3,3,3,2,2,5,1,2,2,2,
FI,7,3,9,4,3,1,3,2,2,2,3,3,4,4,3,4,3,3,1,6,4,3,8,3,3,2,3,6,3,2,2,3,
FI,9,5,8,3,2,3,4,3,4,2,2,4,4,4,3,1,3,1,1,6,3,4,7,3,6,8,88,8,7,3,3,8,
FI,5,5,8,5,4,2,3,3,3,4,3,3,3,3,3,3,2,3,2,6,3,3,7,4,8,7,5,7,6,1,2,2,
FI,9,3,7,5,3,4,2,2,2,2,1,2,4,3,3,2,2,2,1,6,4,3,9,4,1,7,5,8,2,3,3,3,
FI,8,6,9,5,3,3,4,3,2,1,3,2,3,3,3,1,2,2,1,6,5,5,5,5,0,2,2,0,1,3,2,3,
FI,7,3,6,3,3,4,4,2,2,2,3,3,3,3,3,3,3,3,2,6,3,4,1,3,88,5,4,6,0,3,3,3,
FI,7,3,5,4,2,3,5,3,3,2,2,4,2,4,5,3,3,4,2,6,3,3,8,4,3,4,6,6,7,2,2,3,
FI,10,4,9,5,4,2,2,1,1,2,1,3,5,3,2,4,2,1,2,6,3,4,7,3,0,10,2,2,8,2,1,4,
FI,10,5,8,5,3,4,4,1,1,1,3,3,4,4,4,3,3,4,1,6,4,4,9,4,2,7,5,5,3,1,1,1,
FI,3,3,7,5,4,3,2,4,3,2,1,1,3,5,2,1,2,1,1,6,4,3,8,3,0,3,1,3,1,2,2,3,
FI,10,4,8,5,88,3,3,2,2,88,1,2,1,3,1,1,1,1,1,6,3,4,10,3,3,7,2,4,5,2,1,3,
FI,6,3,6,4,4,4,2,4,4,2,3,4,3,3,2,3,2,4,1,6,5,3,2,4,3,2,3,6,0,2,2,3,
FI,9,4,5,4,3,4,5,2,2,2,3,3,3,3,2,2,2,2,2,6,3,4,5,3,3,4,3,7,2,2,2,3,
FI,10,5,8,5,4,3,2,2,4,2,2,3,4,3,2,2,3,1,1,6,4,4,8,3,4,7,3,4,5,3,4,2,
FI,2,3,7,5,4,4,3,4,3,4,3,2,3,3,2,3,2,1,1,6,5,5,8,3,0,6,2,3,5,3,1,1,
FI,10,5,9,3,3,4,4,3,2,2,2,3,3,3,2,2,2,1,2,6,3,3,7,3,3,4,5,4,5,2,2,1,
FI,8,4,9,5,3,1,5,1,1,2,1,4,2,5,2,1,2,2,1,6,3,3,8,2,1,7,5,7,3,1,1,2,
