"","Tijdstempel","Student","Verzenden","Geslacht","Leeftijd","Device","Zoektijd.Verwacht","Zoektijd.Bereid","Begintijd","Eindtijd","Url","Prijs","Beginpunt","Tevredenheid","Bedrijf","Zoektijd"
"358","6-5-2018 13:40:13","Ja",NA,"Man","18","Mobiele telefoon",NA,"3-5 minuten",13:38:00,13:39:00,"http://www.vespa.com/nl_NL/vespa-modellen/sprint/sprint-50.html","Zoekmachine","3739",4,"Vespa",60
"359","6-5-2018 14:01:55","Ja",NA,"Vrouw","19","Mobiele telefoon",NA,"0-2 minuten",12:30:00,12:32:00,"http://www.vespa.com/nl_NL/vespa-modellen/sprint/sprint-50.html","Zoekmachine","€3.739",4,"Vespa",120
"360","6-5-2018 14:15:16","Ja",NA,"Man","19","Mobiele telefoon",NA,"Langer dan 10 minuten",14:13:00,14:15:00,"http://www.vespa.com/nl_NL/vespa-modellen/sprint/sprint-50.html","Zoekmachine","3739",3,"Vespa",120
"361","6-5-2018 14:28:41","Ja",NA,"Vrouw","19","Mobiele telefoon",NA,"0-2 minuten",14:26:00,14:27:00,"https://schakelaarscootershop.nl/vespa-sprint-50-rood-4t-3v-euro-4-25-km","Zoekmachine","3739",4,"Vespa",60
"362","6-5-2018 14:36:09","Ja",NA,"Vrouw","18","Mobiele telefoon",NA,"3-5 minuten",14:34:00,14:35:00,"Vespa.com","Zoekmachine","3739",4,"Vespa",60
"363","6-5-2018 14:40:09","Nee","Verzenden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vespa",NA
"364","6-5-2018 14:44:31","Ja",NA,"Vrouw","18","Mobiele telefoon",NA,"3-5 minuten",14:43:00,14:44:00,"https://www.fastfuriousscooters.nl/vespa/vespa-sprint/vespa-sprint-4-takt-euro4","Zoekmachine","3149.95",4,"Vespa",60
"365","6-5-2018 14:46:16","Ja",NA,"Man","18","Mobiele telefoon",NA,"Langer dan 10 minuten",14:45:00,14:45:00,"https://schakelaarscootershop.nl/vespa-sprint-50-rood-4t-3v-euro-4-25-km?search=Vespa%20sprint%2050&description=true","Plaatselijke dealer","3739",4,"Vespa",0
"366","6-5-2018 15:19:31","Ja",NA,"Vrouw","18","Mobiele telefoon",NA,"3-5 minuten",15:17:00,15:18:00,"http://www.vespa.com/nl_NL/vespa-modellen/sprint/sprint-50.html","Zoekmachine","3739",3,"Vespa",60
"367","6-5-2018 15:22:32","Ja",NA,"Vrouw","18","Mobiele telefoon",NA,"3-5 minuten",15:20:00,15:21:00,"https://www.lasourisscooters.nl/winkel/scooters/vespa-sprint-4t-rood/","Zoekmachine","3175",2,"Vespa",60
"368","6-5-2018 16:36:05","Ja",NA,"Vrouw","18","Mobiele telefoon",NA,"3-5 minuten",16:32:00,16:33:00,"http://www.vespa.com/nl_NL/vespa-modellen/sprint/sprint-50.html","Zoekmachine","3739",3,"Vespa",60
"369","6-5-2018 18:15:54","Ja",NA,"Man","17","Mobiele telefoon",NA,"Langer dan 10 minuten",18:15:00,18:15:00,"http://www.vespa.com/nl_NL/vespa-modellen/sprint/sprint-50.html","Zoekmachine","3739",4,"Vespa",0
"370","6-5-2018 19:22:33","Ja",NA,"Man","18","Mobiele telefoon",NA,"Langer dan 10 minuten",19:20:00,19:21:00,"http://www.vespa.com/nl_NL/vespa-modellen/sprint/sprint-50.html","Zoekmachine","3739",4,"Vespa",60
"371","6-5-2018 19:56:19","Ja",NA,"Vrouw","21","Mobiele telefoon",NA,"Langer dan 10 minuten",19:55:00,19:56:00,"http://www.vespa.com/nl_NL/vespa-modellen/sprint/sprint-50.html","Website van het merk","3739",4,"Vespa",60
"372","6-5-2018 20:14:08","Ja",NA,"Vrouw","17","Mobiele telefoon",NA,"Langer dan 10 minuten",20:12:00,20:13:00,"https://schakelaarscootershop.nl/vespa-sprint-50-rood-4t-3v-euro-4-25-km","Zoekmachine","3739",4,"Vespa",60
"373","6-5-2018 21:49:46","Ja",NA,"Vrouw","17","Tablet",NA,"Langer dan 10 minuten",21:47:00,21:49:00,"https://www.pelsscooters.nl/scooters/vespa/vespa-sprint-50-4t-nieuw/","Zoekmachine","3409",4,"Vespa",120
"374","7-5-2018 7:50:35","Ja",NA,"Man","19","Mobiele telefoon",NA,"6-9 minuten",07:45:00,07:46:00,"https://www.tweedehands.nl/brommers-scooters/scooters/vespa/vespa-sprint-rood-401574868.html","Zoekmachine","2380",4,"Vespa",60
"375","7-5-2018 9:51:39","Ja",NA,"Vrouw","21","Mobiele telefoon",NA,"0-2 minuten",09:49:00,09:53:00,"https://www.fastfuriousscooters.nl/vespa/vespa-sprint/vespa-sprint-4-takt","Zoekmachine","3099,95",3,"Vespa",240
"376","7-5-2018 9:51:58","Nee","Verzenden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vespa",NA
"377","7-5-2018 9:54:17","Ja",NA,"Vrouw","20","Mobiele telefoon",NA,"3-5 minuten",10:34:00,10:41:00,"http://www.vespa.com/nl_NL/vespa-modellen/sprint/sprint-50.html","Website van het merk","3739",2,"Vespa",420
"378","7-5-2018 9:55:50","Ja",NA,"Man","20","Mobiele telefoon",NA,"0-2 minuten",20:23:00,20:25:00,"http://www.vespa.com/nl_NL/vespa-modellen/sprint/sprint-50.html","Website van het merk","3739",4,"Vespa",120
"379","7-5-2018 9:56:47","Ja",NA,"Man","17","Mobiele telefoon",NA,"3-5 minuten",18:56:00,19:00:00,"http://www.vespa.com/nl_NL/vespa-modellen/sprint/sprint-50.html","Zoekmachine","3739",4,"Vespa",240
"380","7-5-2018 9:57:47","Ja",NA,"Vrouw","22","Mobiele telefoon",NA,"6-9 minuten",11:03:00,11:07:00,"http://www.vespa.com/nl_NL/vespa-modellen/sprint/sprint-50.html","Website van het merk","3739",4,"Vespa",240
"381","7-5-2018 9:58:01","Nee","Verzenden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vespa",NA
"382","7-5-2018 9:58:08","Ja",NA,"Man","18","Mobiele telefoon",NA,"6-9 minuten",09:55:00,09:58:00,"http://www.vespa.com/nl_NL/vespa-modellen/sprint/sprint-50.html","Zoekmachine","3739",4,"Vespa",180
"383","7-5-2018 9:58:56","Ja",NA,"Man","19","Mobiele telefoon",NA,"0-2 minuten",12:23:00,12:25:00,"http://www.vespa.com/nl_NL/vespa-modellen/sprint/sprint-50.html","Website van het merk","3739",4,"Vespa",120
"384","7-5-2018 10:01:53","Ja",NA,"Man","18","Mobiele telefoon",NA,"0-2 minuten",10:01:00,10:01:00,"http://www.vespa.com/nl_NL/vespa-modellen/sprint/sprint-50.html","Zoekmachine","3739",4,"Vespa",0
"385","7-5-2018 10:02:59","Ja",NA,"Man","19","Mobiele telefoon",NA,"0-2 minuten",11:15:00,11:18:00,"http://www.vespa.com/nl_NL/vespa-modellen/sprint/sprint-50.html","Zoekmachine","3739",4,"Vespa",180
"386","7-5-2018 10:05:46","Ja",NA,"Man","20","Mobiele telefoon",NA,"3-5 minuten",12:37:00,12:39:00,"http://www.vespa.com/nl_NL/vespa-modellen/sprint/sprint-50.html","Website van het merk","3739",4,"Vespa",120
"387","7-5-2018 10:06:52","Ja",NA,"Man","19","Mobiele telefoon",NA,"0-2 minuten",10:06:00,10:07:00,"http://www.vespa.com/nl_NL/vespa-modellen/sprint/sprint-50.html","Zoekmachine","3739",4,"Vespa",60
"388","7-5-2018 10:09:29","Ja",NA,"Vrouw","17","Mobiele telefoon",NA,"0-2 minuten",10:05:00,10:07:00,"https://schakelaarscootershop.nl/vespa-sprint-50-rood-4t-3v-euro-4-25-km","Zoekmachine","3739",2,"Vespa",120
"389","7-5-2018 11:32:50","Ja",NA,"Vrouw","17","Mobiele telefoon",NA,"Langer dan 10 minuten",11:30:00,11:32:00,"http://www.vespa.com/nl_NL/vespa-modellen/sprint/sprint-50.html","Zoekmachine","3739",3,"Vespa",120
"390","7-5-2018 12:30:50","Nee","Verzenden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vespa",NA
"391","7-5-2018 13:17:15","Ja",NA,"Vrouw","20","Laptop",NA,"Langer dan 10 minuten",13:15:00,13:16:00,"http://www.vespa.com/nl_NL/vespa-modellen/sprint/sprint-50.html","Zoekmachine","3739",4,"Vespa",60
"392","7-5-2018 18:02:39","Ja",NA,"Man","18","Mobiele telefoon",NA,"3-5 minuten",18:01:00,18:01:00,"https://www.lasourisscooters.nl/winkel/scooters/vespa-sprint-4t-rood/","Zoekmachine","3275",4,"Vespa",0
"393","8-5-2018 12:29:27","Ja",NA,"Vrouw","20","Mobiele telefoon",NA,"0-2 minuten",12:28:00,12:29:00,"https://www.fastfuriousscooters.nl/vespa/vespa-sprint/vespa-sprint-4-takt","Zoekmachine","3099,95",3,"Vespa",60
"394","8-5-2018 12:30:15","Ja",NA,"Man","18","Mobiele telefoon",NA,"0-2 minuten",12:29:00,12:31:00,"https://www.fastfuriousscooters.nl/vespa/vespa-sprint/vespa-sprint-4-takt","Zoekmachine","3099,95",4,"Vespa",120
"395","8-5-2018 12:30:31","Nee","Verzenden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vespa",NA
"396","8-5-2018 12:31:15","Ja",NA,"Man","22","Mobiele telefoon",NA,"3-5 minuten",08:05:00,08:07:00,"https://www.fastfuriousscooters.nl/vespa/vespa-sprint/vespa-sprint-4-takt","Zoekmachine","3099,95",3,"Vespa",120
"397","8-5-2018 12:32:21","Ja",NA,"Man","21","Mobiele telefoon",NA,"6-9 minuten",09:37:00,09:43:00,"http://www.vespa.com/nl_NL/vespa-modellen/sprint/sprint-50.html","Website van het merk","3739",3,"Vespa",360
"398","8-5-2018 12:33:14","Ja",NA,"Man","18","Laptop",NA,"0-2 minuten",07:47:00,07:51:00,"http://www.vespa.com/nl_NL/vespa-modellen/sprint/sprint-50.html","Website van het merk","3739",4,"Vespa",240
"399","8-5-2018 12:34:18","Ja",NA,"Vrouw","21","Laptop",NA,"0-2 minuten",08:57:00,08:59:00,"http://www.vespa.com/nl_NL/vespa-modellen/sprint/sprint-50.html","Website van het merk","3729",3,"Vespa",120
"400","8-5-2018 12:35:06","Ja",NA,"Man","18","Mobiele telefoon",NA,"3-5 minuten",09:03:00,09:05:00,"http://www.vespa.com/nl_NL/vespa-modellen/sprint/sprint-50.html","Zoekmachine","3739",3,"Vespa",120
"401","8-5-2018 12:35:12","Nee","Verzenden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vespa",NA
"402","8-5-2018 12:36:02","Ja",NA,"Vrouw","17","Laptop",NA,"3-5 minuten",08:14:00,08:18:00,"http://www.vespa.com/nl_NL/vespa-modellen/sprint/sprint-50.html","Website van het merk","3739",2,"Vespa",240
"403","8-5-2018 12:37:19","Ja",NA,"Vrouw","19","Laptop",NA,"3-5 minuten",09:51:00,09:53:00,"http://www.vespa.com/nl_NL/vespa-modellen/sprint/sprint-50.html","Zoekmachine","3739",3,"Vespa",120
"404","8-5-2018 12:38:57","Ja",NA,"Man","19","Mobiele telefoon",NA,"Langer dan 10 minuten",12:38:00,12:40:00,"http://www.vespa.com/nl_NL/vespa-modellen/sprint/sprint-50.html","Zoekmachine","3739",3,"Vespa",120
"405","8-5-2018 12:39:36","Ja",NA,"Vrouw","19","Mobiele telefoon",NA,"3-5 minuten",11:23:00,11:26:00,"https://www.fastfuriousscooters.nl/vespa/vespa-sprint/vespa-sprint-s-4-takt-50cc-euro4","Zoekmachine","3249,95",3,"Vespa",180
"406","8-5-2018 12:40:31","Ja",NA,"Man","20","Laptop",NA,"3-5 minuten",10:36:00,10:41:00,"https://www.fastfuriousscooters.nl/vespa/vespa-sprint/vespa-sprint-s-4-takt-50cc-euro4","Website van het merk","3249,95",3,"Vespa",300
"407","8-5-2018 12:41:29","Ja",NA,"Vrouw","19","Mobiele telefoon",NA,"3-5 minuten",08:02:00,08:06:00,"https://www.fastfuriousscooters.nl/vespa/vespa-sprint/vespa-sprint-s-4-takt-50cc-euro4","Zoekmachine","3249,95",3,"Vespa",240
"408","8-5-2018 12:41:41","Nee","Verzenden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vespa",NA
"409","8-5-2018 12:42:16","Ja",NA,"Vrouw","19","Laptop",NA,"6-9 minuten",12:40:00,12:43:00,"https://www.fastfuriousscooters.nl/vespa/vespa-sprint/","Zoekmachine","3099",4,"Vespa",180
"410","8-5-2018 12:42:37","Ja",NA,"Man","18","Laptop",NA,"0-2 minuten",12:40:00,12:42:00,"https://www.fastfuriousscooters.nl/vespa/vespa-sprint/vespa-sprint-s-4-takt-50cc-euro4","Zoekmachine","3249,95",4,"Vespa",120
"411","8-5-2018 12:43:57","Ja",NA,"Man","24","Tablet",NA,"Langer dan 10 minuten",09:33:00,09:37:00,"https://www.pelsscooters.nl/scooters/vespa/vespa-sprint-50-4t-nieuw/","Zoekmachine","3409",2,"Vespa",240
"412","8-5-2018 12:45:24","Ja",NA,"Vrouw","Jonger dan 17","Mobiele telefoon",NA,"0-2 minuten",12:50:00,12:52:00,"http://www.vespa.com/nl_NL/vespa-modellen/sprint/sprint-50.html","Website van het merk","3739",4,"Vespa",120
"413","8-5-2018 12:46:33","Ja",NA,"Vrouw","20","Laptop",NA,"3-5 minuten",13:51:00,13:53:00,"http://www.vespa.com/nl_NL/vespa-modellen/sprint/sprint-50.html","Zoekmachine","3739",4,"Vespa",120
"414","8-5-2018 12:48:55","Ja",NA,"Man","23","Laptop",NA,"6-9 minuten",14:55:00,14:57:00,"http://www.vespa.com/nl_NL/vespa-modellen/sprint/sprint-50.html","Zoekmachine","3739",3,"Vespa",120
"415","8-5-2018 12:51:37","Ja",NA,"Vrouw","19","Tablet",NA,"0-2 minuten",12:03:00,12:05:00,"http://www.prontoscooter.nl/shop/vespa-sprint/vespa-sprint-custom-armygreen-special/","Zoekmachine","4289",3,"Vespa",120
"416","8-5-2018 12:53:59","Ja",NA,"Vrouw","18","Laptop",NA,"3-5 minuten",15:37:00,15:39:00,"http://www.vespa.com/nl_NL/vespa-modellen/sprint/sprint-50.html","Zoekmachine","3739",4,"Vespa",120
"417","8-5-2018 12:54:45","Ja",NA,"Vrouw","20","Tablet",NA,"0-2 minuten",10:04:00,10:07:00,"http://www.vespa.com/nl_NL/vespa-modellen/sprint/sprint-50.html","Zoekmachine","3739",4,"Vespa",180
"418","8-5-2018 12:54:56","Nee","Verzenden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vespa",NA
"419","8-5-2018 12:57:13","Ja",NA,"Man","19","Mobiele telefoon",NA,"0-2 minuten",15:11:00,15:15:00,"https://www.hordijktweewielers.nl/site/vespa-sprint-50-4t","Zoekmachine","3598",3,"Vespa",240
"420","8-5-2018 12:59:36","Ja",NA,"Vrouw","22","Mobiele telefoon",NA,"3-5 minuten",16:47:00,16:51:00,"https://www.amazon.de/Vespa-Sprint-50-4T-Farben/dp/B01GV5XRXO","Zoekmachine","3350",3,"Vespa",240
"421","8-5-2018 13:01:13","Ja",NA,"Man","18","Mobiele telefoon",NA,"0-2 minuten",19:07:00,19:10:00,"http://www.vespa.com/nl_NL/vespa-modellen/sprint/sprint-50.html","Zoekmachine","3739",3,"Vespa",180
"422","8-5-2018 13:05:03","Ja",NA,"Vrouw","18","Mobiele telefoon",NA,"0-2 minuten",22:03:00,22:05:00,"www.Vespa.com","Zoekmachine","3739",3,"Vespa",120
"423","8-5-2018 13:30:08","Ja",NA,"Vrouw","17","Mobiele telefoon",NA,"3-5 minuten",13:26:00,13:27:00,"http://www.vespa.com/nl_NL/vespa-modellen/sprint/sprint-50.html","Zoekmachine","3739",3,"Vespa",60
"424","8-5-2018 13:32:12","Ja",NA,"Man","17","Mobiele telefoon",NA,"3-5 minuten",13:30:00,13:35:00,"http://www.vespa.com/us_EN/vespa-models/sprint/sprint-50.html","Zoekmachine","3899",3,"Vespa",300
"425","8-5-2018 13:36:01","Ja",NA,"Vrouw","19","Mobiele telefoon",NA,"6-9 minuten",19:38:00,19:40:00,"http://www.vespa.com/nl_NL/vespa-modellen/sprint/sprint-50.html","Zoekmachine","3739",3,"Vespa",120
"426","8-5-2018 15:19:34","Ja",NA,"Man","18","Mobiele telefoon",NA,"0-2 minuten",15:18:00,15:19:00,"Pornhub.com","Zoekmachine","5500",3,"Vespa",60
"427","8-5-2018 16:27:03","Nee","Verzenden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vespa",NA
"428","8-5-2018 18:50:31","Nee","Verzenden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vespa",NA
"429","8-5-2018 20:40:48","Nee","Verzenden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vespa",NA
"430","8-5-2018 23:24:51","Ja",NA,"Stoplicht","Jonger dan 17","Koelkast",NA,"0-2 minuten",07:10:00,04:20:00,"https://www.pornhub.com/view_video.php?viewkey=ph5ab2c73969edd","Na 20 bier","2 jays en een ponypack",1,"Vespa",-10200
"431","8-5-2018 23:31:21","Ja",NA,"Vrouw","19","Mobiele telefoon",NA,"6-9 minuten",19:38:00,19:40:00,"http://www.vespa.com/nl_NL/vespa-modellen/sprint/sprint-50.html","Zoekmachine","3739",3,"Vespa",120
"432","9-5-2018 19:33:16","Ja",NA,"Vrouw","19","Mobiele telefoon",NA,"Langer dan 10 minuten",19:31:00,19:33:00,"https://www.hordijktweewielers.nl/site/vespa-sprint-50-4t","Zoekmachine","3598",4,"Vespa",120
"433","9-5-2018 22:10:08","Ja",NA,"Vrouw","23","Mobiele telefoon",NA,"Langer dan 10 minuten",22:08:00,22:09:00,"www.vespa.com/nl_NL/vespa-modellen/sprint/sprint-50.html","Zoekmachine","3739",4,"Vespa",60
"434","10-5-2018 2:31:52","Nee","Verzenden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vespa",NA
"435","10-5-2018 10:25:31","Ja",NA,"Man","24","Grote steen",NA,"0-2 minuten",10:24:00,10:26:00,"www.dickpics.nl","In de lucht","Heel duur",1,"Vespa",120
"436","10-5-2018 14:04:38","Ja",NA,"Man","18","Mobiele telefoon",NA,"Langer dan 10 minuten",14:03:00,14:04:00,"www.vespa.com/nl_NL/vespa-modellen/sprint/sprint-50.html","Zoekmachine","3739",4,"Vespa",60
"437","26-4-2018 12:17:19","Ja",NA,"Vrouw","18","Laptop","0-2 minuten","3-5 minuten",12:15:00,12:16:00,"https://www.iciparisxl.nl/nl/armani/si/eau-de-parfum/p/BP_641253","74","Zoekmachine",3,"ICI-Paris-XL",60
"438","26-4-2018 12:17:36","Ja",NA,"Vrouw","23","Mobiele telefoon","0-2 minuten","0-2 minuten",12:14:00,14:15:00,"https://www.beslist.nl/products/parfum_aftershave/parfum_aftershave_422758/c/merk~422815~~inhoud_parfum_ml~616561~~Type_parfum~590600","53","Zoekmachine",4,"ICI-Paris-XL",7260
"439","26-4-2018 12:18:06","Nee","Verzenden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ICI-Paris-XL",NA
"440","26-4-2018 12:20:22","Ja",NA,"Man","20","Laptop","0-2 minuten","3-5 minuten",12:17:00,12:18:00,"https://www.iciparisxl.nl/nl/armani/si/eau-de-parfum/p/BP_641253","75","Zoekmachine",4,"ICI-Paris-XL",60
"441","26-4-2018 12:22:59","Ja",NA,"Man","19","Laptop","0-2 minuten","3-5 minuten",12:22:00,12:22:00,"https://www.superwinkel.nl/product/1025479/giorgio-armani-si-eau-de-parfum-50-ml.html?bcid=SUP025479&tool=google_shopping_parfum&info=SUP025479&pcid=73&gclid=EAIaIQobChMImdSxldzX2gIVpLXtCh2rRQ1nEAQYAiABEgIp2PD_BwE","68","Zoekmachine",4,"ICI-Paris-XL",0
"442","26-4-2018 12:31:30","Nee","Verzenden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ICI-Paris-XL",NA
"443","26-4-2018 12:36:51","Ja",NA,"Man","20","Mobiele telefoon","0-2 minuten","0-2 minuten",12:35:00,12:36:00,"https://www.google.nl/search?q=giorgio+armani+si&oq=giogio+armai&aqs=chrome.2.69i57j0l3.4307j0j4&client=ms-android-samsung-gs-rev1&sourceid=chrome-mobile&ie=UTF-8","52","Zoekmachine",4,"ICI-Paris-XL",60
"444","26-4-2018 12:40:46","Nee","Verzenden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ICI-Paris-XL",NA
"445","26-4-2018 12:40:51","Ja",NA,"Vrouw","19","Mobiele telefoon","0-2 minuten","0-2 minuten",12:38:00,12:39:00,"https://m.douglas.nl/productbrand_753263.html?d=s&wt_cc4=marin_bid&wt_cc1=&mkwi_dm&pcrid=171510341895&pkw=&pmt=&trac=nl.01psh.goo.9976225783.637221275.38724751376.000000","52.79","Zoekmachine",4,"ICI-Paris-XL",60
"446","26-4-2018 12:41:17","Nee","Verzenden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ICI-Paris-XL",NA
"447","26-4-2018 12:43:01","Ja",NA,"Man","18","Mobiele telefoon","0-2 minuten","3-5 minuten",12:42:00,12:42:00,"https://m.douglas.nl/productbrand_753263.html?d=s&wt_cc4=marin_bid&wt_cc1=&mkwi_dm&pcrid=171510341895&pkw=&pmt=&trac=nl.01psh.goo.9976225783.637221275.38724751376.000000","75","Zoekmachine",4,"ICI-Paris-XL",0
"448","26-4-2018 12:43:02","Ja",NA,"Vrouw","Jonger dan 17","Mobiele telefoon","0-2 minuten","Langer dan 10 minuten",12:41:00,12:42:00,"Douglas","74","Zoekmachine",4,"ICI-Paris-XL",60
"449","26-4-2018 12:44:21","Ja",NA,"Vrouw","19","Laptop","0-2 minuten","Langer dan 10 minuten",12:43:00,14:43:00,"https://www.iciparisxl.nl/nl/armani/si/eau-de-parfum/p/BP_641253","74.74","Zoekmachine",4,"ICI-Paris-XL",7200
"450","26-4-2018 12:44:28","Ja",NA,"Man","20","Mobiele telefoon","0-2 minuten","6-9 minuten",12:40:00,12:40:00,"https://m.douglas.nl/productbrand_753263.html?d=s&wt_cc4=marin_bid&wt_cc1=&mkwi_dm&pcrid=171510341895&pkw=&pmt=&trac=nl.01psh.goo.9976225783.637221275.38724751376.000000","75","Zoekmachine",4,"ICI-Paris-XL",0
"451","26-4-2018 12:44:36","Ja",NA,"Vrouw","19","Laptop","0-2 minuten","3-5 minuten",12:43:00,12:43:00,"https://www.douglas.nl/productbrand_753266.html?d=s&wt_cc4=marin_bid&wt_cc1=&mkwi_dc&pcrid=171510341895&pkw=&pmt=&trac=nl.01psh.goo.9976225783.637221275.38724751376.000000","74.98","Zoekmachine",4,"ICI-Paris-XL",0
"452","26-4-2018 12:47:54","Ja",NA,"Man","19","Mobiele telefoon","0-2 minuten","3-5 minuten",12:45:00,12:46:00,"https://m.douglas.nl/productbrand_753266.html?d=s&wt_cc4=marin_bid&wt_cc1=&mkwi_dm&pcrid=171510341895&pkw=&pmt=&trac=nl.01psh.goo.9976225783.637221275.38724751376.000000","74.98","Zoekmachine",4,"ICI-Paris-XL",60
"453","26-4-2018 12:48:18","Ja",NA,"Vrouw","17","Mobiele telefoon","0-2 minuten","0-2 minuten",12:47:00,12:47:00,"georgio armani si","53","Zoekmachine",4,"ICI-Paris-XL",0
"454","26-4-2018 12:49:20","Ja",NA,"Man","20","Mobiele telefoon","0-2 minuten","0-2 minuten",12:46:00,12:47:00,"https://www.iciparisxl.nl/armani/si/eau-de-parfum/p/BP_641253?varSel=641253&gclid=EAIaIQobChMIsYO96-HX2gIVg7TtCh37rw4AEAQYASABEgKny_D_BwE","53","Zoekmachine",4,"ICI-Paris-XL",60
"455","26-4-2018 12:57:39","Ja",NA,"Vrouw","18","Mobiele telefoon","0-2 minuten","6-9 minuten",12:56:00,12:57:00,"https://m.douglas.nl/productbrand_753266.html?d=s&wt_cc4=marin_bid&wt_cc1=&mkwi_dm&pcrid=171510341895&pkw=&pmt=&trac=nl.01psh.goo.9976225783.637221275.38724751376.000000","99.97","Zoekmachine",4,"ICI-Paris-XL",60
"456","26-4-2018 13:00:30","Nee","Verzenden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ICI-Paris-XL",NA
"457","26-4-2018 13:05:42","Ja",NA,"Man","18","Mobiele telefoon","0-2 minuten","0-2 minuten",13:04:00,13:05:00,"997.622.578.363.722.000.000.000.000.000.000.000","52","Zoekmachine",4,"ICI-Paris-XL",60
"458","26-4-2018 13:07:20","Ja",NA,"Vrouw","21","Mobiele telefoon","0-2 minuten","6-9 minuten",13:05:00,13:06:00,"https://m.douglas.nl/productbrand_753263.html?d=s&wt_cc4=marin_bid&wt_cc1=&mkwi_dm&pcrid=171510341895&pkw=&pmt=&trac=nl.01psh.goo.9976225783.637221275.38724751376.000000","74.98","Zoekmachine",4,"ICI-Paris-XL",60
"459","26-4-2018 13:10:29","Ja",NA,"Vrouw","22","Mobiele telefoon","0-2 minuten","0-2 minuten",13:08:00,13:09:00,"https://m.douglas.nl/productbrand_753263.html?d=s&wt_cc4=marin_bid&wt_cc1=&mkwi_dm&pcrid=171510341895&pkw=&pmt=&trac=nl.01psh.goo.9976225783.637221275.38724751376.000000","7498","Zoekmachine",4,"ICI-Paris-XL",60
"460","26-4-2018 13:12:05","Ja",NA,"Vrouw","19","Mobiele telefoon","0-2 minuten","0-2 minuten",12:38:00,12:39:00,"https://m.douglas.nl/productbrand_753263.html?d=s&wt_cc4=marin_bid&wt_cc1=&mkwi_dm&pcrid=171510341895&pkw=&pmt=&trac=nl.01psh.goo.9976225783.637221275.38724751376.000000","52.79","Zoekmachine",4,"ICI-Paris-XL",60
"461","26-4-2018 13:13:32","Ja",NA,"Vrouw","19","Mobiele telefoon","0-2 minuten","0-2 minuten",12:38:00,12:39:00,"https://m.douglas.nl/productbrand_753263.html?d=s&wt_cc4=marin_bid&wt_cc1=&mkwi_dm&pcrid=171510341895&pkw=&pmt=&trac=nl.01psh.goo.9976225783.637221275.38724751376.000000","52.79","Zoekmachine",4,"ICI-Paris-XL",60
"462","26-4-2018 13:14:25","Ja",NA,"Vrouw","19","Mobiele telefoon","0-2 minuten","0-2 minuten",12:38:00,12:39:00,"https://m.douglas.nl/productbrand_753263.html?d=s&wt_cc4=marin_bid&wt_cc1=&mkwi_dm&pcrid=171510341895&pkw=&pmt=&trac=nl.01psh.goo.9976225783.637221275.38724751376.000000","52.79","Zoekmachine",4,"ICI-Paris-XL",60
"463","26-4-2018 13:15:00","Ja",NA,"Vrouw","23","Mobiele telefoon","0-2 minuten","Langer dan 10 minuten",13:14:00,13:14:00,"https://www.bol.com/nl/p/armani-si-eau-de-parfum-50-ml/9200000026455767/","68","Zoekmachine",4,"ICI-Paris-XL",0
"464","26-4-2018 13:23:05","Nee","Verzenden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ICI-Paris-XL",NA
"465","26-4-2018 13:33:11","Ja",NA,"Vrouw","18","Mobiele telefoon","0-2 minuten","0-2 minuten",18:27:00,18:29:00,"https://m.douglas.nl/Fabulous%20Favorites-Giorgio-Armani-Sì_product_753263.html?sourceRef=INVALID","53","Douglas site",4,"ICI-Paris-XL",120
"466","26-4-2018 13:38:32","Ja",NA,"Man","Jonger dan 17","Mobiele telefoon","3-5 minuten","0-2 minuten",13:36:00,13:36:00,"https://m.douglas.nl/Fabulous-Favorites-Giorgio-Armani-Sì_productbrand_3000053242.html","52.79","Zoekmachine",4,"ICI-Paris-XL",0
