"","Tijdstempel","Student","Verzenden","Geslacht","Leeftijd","Device","Zoektijd.Verwacht","Zoektijd.Bereid","Begintijd","Eindtijd","Url","Prijs","Beginpunt","Tevredenheid","Bedrijf","Zoektijd"
"276","19-4-2018 17:33:26","Ja",NA,"Vrouw","18","Mobiele telefoon","0-2 Minuten","Langer dan 10 minuten",17:32:00,17:32:00,"https://www.travelbags.nl/eastpak-wyoming-rugzak-black.html?gclid=EAIaIQobChMI-u_hvNTG2gIVkA8YCh0Q0wKWEAQYASABEgKoUPD_BwE","59","Zoekmachine",4,"Eastpak",0
"277","19-4-2018 18:12:47","Ja",NA,"Vrouw","18","Laptop","0-2 Minuten","3-5 minuten",18:04:00,18:05:00,"https://www.eastpak.com/nl-nl/wyoming-into-black-pEK81161K+00+999.html","80","Zoekmachine",4,"Eastpak",60
"278","19-4-2018 18:24:58","Ja",NA,"Vrouw","Jonger dan 17","Mobiele telefoon","0-2 Minuten","3-5 minuten",18:22:00,18:23:00,"Bol.com","49","Google",4,"Eastpak",60
"279","19-4-2018 18:37:50","Ja",NA,"Man","21","Mobiele telefoon","0-2 Minuten","0-2 minuten",18:35:00,18:35:00,"https://www.travelbags.nl/eastpak-wyoming-laptop-rugzak-15-into-black.html?gclid=EAIaIQobChMI9YzRyuLG2gIVDowZCh094ArcEAQYAiABEgIyV_D_BwE","69","Zoekmachine",4,"Eastpak",0
"280","19-4-2018 18:46:57","Ja",NA,"Man","18","Mobiele telefoon","0-2 Minuten","0-2 minuten",18:43:00,18:43:00,"https://www.rugzakcenter.nl/category/246448/eastpak-wyoming.html","69","Afbeelding ingedrukt houden",4,"Eastpak",0
"281","19-4-2018 19:05:57","Ja",NA,"Vrouw","19","Mobiele telefoon","0-2 Minuten","3-5 minuten",19:05:00,19:06:00,"https://www.thebagstore.nl/eastpak/eastpak-wyoming-into-black?gclid=EAIaIQobChMIuqewjOnG2gIVBcwYCh1vWg-NEAQYASABEgJ9cfD_BwE","75","Zoekmachine",4,"Eastpak",60
"282","19-4-2018 19:14:39","Ja",NA,"Man","19","Mobiele telefoon","0-2 Minuten","3-5 minuten",19:12:00,19:13:00,"https://www.thebagstore.nl/eastpak/eastpak-wyoming-into-black?gclid=Cj0KCQjw_ODWBRCTARIsAE2_EvWVQWJJnzYygKZ39gs5y_PozmWij7EgjuPwTm4JiOYQB8HsZhT9s0YaAg12EALw_wcB","75","Zoekmachine",4,"Eastpak",60
"283","19-4-2018 22:45:57","Ja",NA,"Man","18","Laptop","0-2 Minuten","3-5 minuten",22:44:00,22:45:00,"https://www.google.nl/aclk?sa=l&ai=DChcSEwi_3eqsmsfaAhVLVdMKHR6GAqMYABAOGgJ3Yg&sig=AOD64_01VerjcSg4-WbdDmjA8Kmc8TDMJw&ctype=5&q=&ved=0ahUKEwj46eOsmsfaAhXGBcAKHamCDkEQ9aACCLoB&adurl=","52","Zoekmachine",4,"Eastpak",60
"284","20-4-2018 0:01:27","Ja",NA,"Vrouw","Jonger dan 17","Mobiele telefoon","0-2 Minuten","Langer dan 10 minuten",12:00:00,12:00:00,"https://www.eastpak.com/nl-nl/wyoming-into-black-pEK81161K+00+999.html?gclid=Cj0KCQjw_ODWBRCTARIsAE2_EvVjWYlofty5O77Cir1ekAur5Fs21YeeUATP72g2gFuMPY3zHhlL-egaAp1CEALw_wcB","80","Zoekmachine",4,"Eastpak",0
"285","20-4-2018 0:51:42","Ja",NA,"Man","18","Mobiele telefoon","0-2 Minuten","Langer dan 10 minuten",00:50:00,00:50:00,"https://www.eastpak.com/nl-nl/wyoming-into-black-pEK81161K+00+999.html?gclid=EAIaIQobChMImbHLurbH2gIVQ9OyCh0GJAf4EAQYAiABEgJvsvD_BwE","80","Zoekmachine",4,"Eastpak",0
"286","20-4-2018 6:56:43","Ja",NA,"Vrouw","20","Mobiele telefoon","0-2 Minuten","3-5 minuten",06:53:00,06:54:00,"https://www.eastpak.com/nl-nl/catalogsearch/result/?q=Wyoming#p-2","80","Zoekmachine",3,"Eastpak",60
"287","20-4-2018 7:47:46","Ja",NA,"Man","17","Mobiele telefoon","0-2 Minuten","0-2 minuten",07:45:00,07:47:00,"https://www.travelbags.nl/eastpak-out-of-office-rugzak-into-black.html","45","Zoekmachine",4,"Eastpak",120
"288","20-4-2018 8:29:11","Ja",NA,"Vrouw","22","Mobiele telefoon","3-5 Minuten","3-5 minuten",08:26:00,08:27:00,"https://www.travelbags.nl/eastpak/wyoming/?gclid=EAIaIQobChMItriNrJzI2gIV6jLTCh2hLAn6EAAYASAAEgJ4L_D_BwE","69","Zoekmachine",4,"Eastpak",60
"289","20-4-2018 8:45:57","Ja",NA,"Vrouw","20","Laptop","3-5 Minuten","0-2 minuten",08:44:00,08:46:00,"https://www.eastpak.com/nl-nl/wyoming-into-black-pEK81161K+00+999.html","80","Zoekmachine",3,"Eastpak",120
"290","20-4-2018 10:57:26","Nee","Verzenden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak",NA
"291","20-4-2018 11:17:08","Ja",NA,"Vrouw","20","Laptop","0-2 Minuten","3-5 minuten",11:16:00,11:16:00,"https://www.eastpak.com/nl-nl/wyoming-into-black-pEK81161K+00+999.html?gclid=Cj0KCQjwn-bWBRDGARIsAPS1svtoGbFY4815Va75hLDVxoXzKj_XuPgTr7guf-Hvs52xMDR6_88V-4saAv2cEALw_wcB","80","Zoekmachine",4,"Eastpak",0
"292","20-4-2018 13:17:40","Ja",NA,"Vrouw","19","Mobiele telefoon","3-5 Minuten","6-9 minuten",13:16:00,13:17:00,"https://www.eastpak.com/nl-nl/wyoming-into-black-pEK81161K+00+999.html?gclid=Cj0KCQjwn-bWBRDGARIsAPS1svsjxZOnQXhYl2rcUP8kI3D47s1blsbd2FuW4KGyC_jeMoAh0ISBQ_gaAjYiEALw_wcB","80","Zoekmachine",4,"Eastpak",60
"293","20-4-2018 17:25:47","Ja",NA,"Vrouw","18","Mobiele telefoon","0-2 Minuten","3-5 minuten",17:25:00,17:26:00,"Travelbags.nl","69","Zoekmachine",4,"Eastpak",60
"294","20-4-2018 21:19:01","Ja",NA,"Vrouw","17","Mobiele telefoon","0-2 Minuten","3-5 minuten",21:17:00,21:18:00,"https://www.travelbags.nl/eastpak-wyoming-laptop-rugzak-15-into-black.html?gclid=EAIaIQobChMI6OvC0sjJ2gIVDdwZCh1dMweTEAQYBSABEgKdYfD_BwE","69","Zoekmachine",4,"Eastpak",60
"295","20-4-2018 22:21:22","Ja",NA,"Vrouw","19","Mobiele telefoon","0-2 Minuten","3-5 minuten",22:20:00,22:20:00,"https://www.thebagstore.nl/eastpak/eastpak-wyoming-into-black?gclid=EAIaIQobChMI9IH009bJ2gIVQkQYCh0XYADiEAQYASABEgJjvvD_BwE","75","Zoekmachine",4,"Eastpak",0
"296","20-4-2018 22:50:07","Ja",NA,"Vrouw","20","Mobiele telefoon","0-2 Minuten","Langer dan 10 minuten",22:48:00,22:48:00,"https://www.thebagstore.nl/eastpak/eastpak-wyoming-into-black?gclid=EAIaIQobChMI4Jzvid3J2gIVi7obCh0rNg_sEAQYASABEgJrlvD_BwE","74.95","Zoekmachine",4,"Eastpak",0
"297","23-4-2018 12:33:06","Ja",NA,"Vrouw","21","Laptop","3-5 Minuten","3-5 minuten",12:29:00,12:29:00,"https://www.eastpak.com/nl-nl/wyoming-into-black-pEK81161K+00+999.html?gclid=CjwKCAjwiPbWBRBtEiwAJakcpDsZ3sSKVdiiIMYYvXm8yJ2U-k8U-jMT3Sebodx_X-W5xBnsNLiizhoCFYIQAvD_BwE","80","Zoekmachine",4,"Eastpak",0
"298","23-4-2018 12:34:15","Ja",NA,"Vrouw","21","Mobiele telefoon","0-2 Minuten","0-2 minuten",12:33:00,12:35:00,"-","0","Website van het merk",2,"Eastpak",120
"299","26-4-2018 10:03:03","Ja",NA,"Vrouw","22","Mobiele telefoon","0-2 Minuten","3-5 minuten",10:01:00,10:02:00,"https://www.eastpak.com/nl-nl/wyoming-into-black-pEK81161K+00+999.html?gclid=Cj0KCQjw8YXXBRDXARIsAMzsQuWSxqAmjCgH46-ThTTttQnnYzZS4-k3WVzPV6cNXrtDoQQRN_T_PbkaAkQtEALw_wcB","80","Zoekmachine",4,"Eastpak",60
"300","26-4-2018 12:10:22","Ja",NA,"Man","20","Laptop","3-5 Minuten","3-5 minuten",12:10:00,12:12:00,"https://www.eastpak.com/nl-nl/wyoming-into-black-pEK81161K+00+999.html?gclid=Cj0KCQjw8YXXBRDXARIsAMzsQuX92uyPllJyj5_00v8cS5YU1OCgSMBfLMG3oKJ2bXgvpQWJPg6HnWcaAnq2EALw_wcB","80","Zoekmachine",4,"Eastpak",120
"301","26-4-2018 16:14:44","Nee","Verzenden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak",NA
"302","26-4-2018 16:30:52","Ja",NA,"Vrouw","18","Mobiele telefoon","0-2 Minuten","Langer dan 10 minuten",16:29:00,16:30:00,"https://www.thebagstore.nl/eastpak/eastpak-wyoming-into-black?gclid=Cj0KCQjw8YXXBRDXARIsAMzsQuWCtctVZPMwQCFciikda1mMZ5lp9LpQGxO7KPuDOQytCDh4evC9wMAaAhH_EALw_wcB","75","Zoekmachine",4,"Eastpak",60
"303","26-4-2018 16:37:10","Ja",NA,"Vrouw","18","Mobiele telefoon","3-5 Minuten","6-9 minuten",16:34:00,16:35:00,"https://www.thebagstore.nl/eastpak/eastpak-wyoming-into-black?gclid=EAIaIQobChMIht3R4ZTY2gIVBoXVCh2F6gcfEAQYASABEgKm7PD_BwE","75","Zoekmachine",4,"Eastpak",60
"304","26-4-2018 16:54:08","Ja",NA,"Vrouw","19","Mobiele telefoon","0-2 Minuten","3-5 minuten",16:52:00,16:53:00,"https://www.thebagstore.nl/eastpak/eastpak-wyoming-into-black?gclid=EAIaIQobChMItMnY35jY2gIVwTobCh2OzArbEAQYASABEgI___D_BwE","75","Zoekmachine",4,"Eastpak",60
"305","26-4-2018 17:43:18","Ja",NA,"Vrouw","21","Mobiele telefoon","3-5 Minuten","Langer dan 10 minuten",17:41:00,17:42:00,"https://www.thebagstore.nl/eastpak/eastpak-wyoming-into-black?gclid=EAIaIQobChMI4OW62KPY2gIVJbXtCh2INQ1TEAQYASABEgIjnPD_BwE","75","Zoekmachine",4,"Eastpak",60
"306","26-4-2018 19:37:59","Nee","Verzenden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak",NA
"307","26-4-2018 20:07:57","Ja",NA,"Vrouw","19","Mobiele telefoon","0-2 Minuten","0-2 minuten",20:05:00,20:05:00,"https://www.thebagstore.nl/eastpak/eastpak-wyoming-into-black?gclid=Cj0KCQjw8YXXBRDXARIsAMzsQuVxL4aJlM5B6xs0YOKW_hOTkw4DlVJAlYoOUP6ULU9Y5c0jaBCxnXMaAv-OEALw_wcB","74.95","Zoekmachine",4,"Eastpak",0
"308","27-4-2018 10:58:32","Ja",NA,"Man","20","Mobiele telefoon","0-2 Minuten","6-9 minuten",10:57:00,10:57:00,"https://www.thebagstore.nl/eastpak/eastpak-wyoming-into-black?gclid=EAIaIQobChMIzu2CkYva2gIVzbztCh0zOwPdEAQYASABEgLVRPD_BwE","74","Zoekmachine",4,"Eastpak",0
"309","27-4-2018 11:27:11","Ja",NA,"Man","24","Mobiele telefoon","0-2 Minuten","3-5 minuten",11:27:00,11:28:00,"https://www.thebagstore.nl/eastpak/eastpak-wyoming-into-black?gclid=CjwKCAjwlIvXBRBjEiwATWAQIpuNbpWJh-MT-_FKLLNgOvTSGLCxXnmxN8l4KcYCE5zDqZHINkIFyxoCIbMQAvD_BwE","75","Zoekmachine",4,"Eastpak",60
"310","27-4-2018 11:32:33","Ja",NA,"Vrouw","24","Laptop","0-2 Minuten","0-2 minuten",11:32:00,11:32:00,"https://www.google.nl/search?q=Eastpak+s+Wyoming+prijs&source=lnms&tbm=shop&sa=X&ved=0ahUKEwiftsDjktraAhVLa1AKHfK4DTcQ_AUICigB&biw=1517&bih=771#spd=3417814533415084707","79","Zoekmachine",4,"Eastpak",0
"311","27-4-2018 12:21:55","Ja",NA,"Vrouw","20","Mobiele telefoon","0-2 Minuten","0-2 minuten",12:20:00,12:20:00,"https://www.thebagstore.nl/eastpak/eastpak-wyoming-into-black?gclid=CjwKCAjwlIvXBRBjEiwATWAQIrlteznOHLbdCegzSnyv5eCAsa3DO7xRCGoM7I34ySkFCo6E2EZYKBoCSvMQAvD_BwE","75","Zoekmachine",4,"Eastpak",0
"312","27-4-2018 12:22:12","Ja",NA,"Man","18","Mobiele telefoon","0-2 Minuten","3-5 minuten",12:21:00,12:21:00,"CjwKCAjwlIvXBRBjEiwATWAQIiIYwI1h06PAXOP16z9rMG7PEepisjueQe43RlFws44LHIi9Geji0RoCNnUQAvD_BwE","79","Zoekmachine",4,"Eastpak",0
"313","27-4-2018 13:00:11","Nee","Verzenden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak",NA
"314","27-4-2018 13:08:51","Ja",NA,"Man","25","Mobiele telefoon","3-5 Minuten","0-2 minuten",13:06:00,13:07:00,"https://www.bol.com/nl/p/eastpak-wyoming-rugzak-black-denim/9200000039902677/","52","Zoekmachine",3,"Eastpak",60
"315","27-4-2018 14:39:38","Nee","Verzenden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak",NA
"316","27-4-2018 16:46:37","Ja",NA,"Vrouw","23","Mobiele telefoon","0-2 Minuten","0-2 minuten",16:44:00,16:45:00,"https://www.travelbags.nl/eastpak/wyoming/?gclid=EAIaIQobChMIo9PL8Nja2gIVyZ0bCh2m0wjpEAAYASAAEgKU7_D_BwE","69","Zoekmachine",4,"Eastpak",60
"317","27-4-2018 23:16:04","Ja",NA,"Vrouw","18","Mobiele telefoon","0-2 Minuten","0-2 minuten",23:13:00,23:13:00,"https://www.travelbags.nl/eastpak-wyoming-laptop-rugzak-15-into-black.html?gclid=CjwKCAjwlIvXBRBjEiwATWAQIjjDKDrOApUpJh0DPZ2V-WhCISRrR5XfSpb3FPs2AHgjXOBMxza5-xoCleIQAvD_BwE","69","Zoekmachine",4,"Eastpak",0
"318","28-4-2018 0:12:42","Ja",NA,"Vrouw","18","Mobiele telefoon","0-2 Minuten","3-5 minuten",12:11:00,12:12:00,"https://www.eastpak.com/nl-nl/rugzakken-c120/wyoming-black-denim-pEK81177H+00+999.html","70","Zoekmachine",4,"Eastpak",60
"319","28-4-2018 21:56:30","Nee","Verzenden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak",NA
"320","29-4-2018 2:53:18","Ja",NA,"Man","21","Mobiele telefoon","0-2 Minuten","3-5 minuten",20:51:00,20:52:00,"https://www.eastpak.com/nl-nl/rugzakken/categorieen/view-all-c7708/wyoming-into-black-pEK81161K+00+999.html","80","Zoekmachine",4,"Eastpak",60
"321","29-4-2018 12:02:17","Nee","Verzenden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak",NA
"322","29-4-2018 13:17:16","Ja",NA,"Man","19","Mobiele telefoon","0-2 Minuten","3-5 minuten",12:15:00,12:15:00,"https://www.44boardshop.pt/mochila-eastpak-into-the-out-ek811-61k-uni.html?gclid=EAIaIQobChMIiITC4q3f2gIVF_EbCh36uQgYEAkYASABEgItFPD_BwE","80","Zoekmachine",4,"Eastpak",0
"323","30-4-2018 13:16:02","Ja",NA,"Vrouw","20","Mobiele telefoon","0-2 Minuten","6-9 minuten",13:15:00,13:15:00,"https://www.thebagstore.nl/eastpak/eastpak-wyoming-into-black?gclid=Cj0KCQjw_ZrXBRDXARIsAA8KauTrHKrLFJ1amXmVBI0U_R5R7H6w4jX2GypoMbJVJ29f2omB4Kx2KnAaAls-EALw_wcB","75","Zoekmachine",4,"Eastpak",0
"324","30-4-2018 13:39:27","Ja",NA,"Man","21","Mobiele telefoon","3-5 Minuten","3-5 minuten",13:37:00,13:38:00,"https://www.thebagstore.nl/eastpak/eastpak-wyoming-into-black?gclid=EAIaIQobChMI7srNy_Th2gIVxrftCh1wbA9nEAQYASABEgLz2vD_BwE","75","Zoekmachine",4,"Eastpak",60
"325","1-5-2018 0:14:30","Ja",NA,"Vrouw","18","Mobiele telefoon","0-2 Minuten","3-5 minuten",00:13:00,00:14:00,"https://www.travelbags.nl/eastpak-wyoming-laptop-rugzak-15-into-black.html?gclid=EAIaIQobChMI-PG61YLj2gIVA7TtCh1-zQd_EAQYASABEgKoTPD_BwE","69","Zoekmachine",4,"Eastpak",60
"326","3-5-2018 16:00:08","Nee","Verzenden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastpak",NA
"327","7-5-2018 9:54:47","Ja",NA,"Vrouw","20","Laptop","0-2 Minuten","3-5 minuten",09:52:00,09:54:00,"https://www.bagageonline.nl/wyoming-rugzak-into-black.html?channable=e28519.MzYzNjM&gclid=EAIaIQobChMI757ht4_z2gIVMyjTCh3j4w6IEAQYAyABEgKA6vD_BwE","79.95","Zoekmachine",3,"Eastpak",120
"328","8-5-2018 8:36:46","Ja",NA,"Vrouw","22","Mobiele telefoon","3-5 Minuten","6-9 minuten",08:35:00,08:36:00,"https://www.thebagstore.nl/eastpak/eastpak-wyoming-into-black?gclid=EAIaIQobChMIlvKb-b_12gIVBLTtCh0d9gMiEAQYASABEgJyTfD_BwE","79.95","Zoekmachine",3,"Eastpak",60
"329","8-5-2018 8:38:37","Ja",NA,"Man","20","Mobiele telefoon","0-2 Minuten","0-2 minuten",08:37:00,08:37:00,"https://www.thebagstore.nl/eastpak/eastpak-wyoming-into-black?gclid=EAIaIQobChMI562lq8D12gIVB53tCh0SHgEvEAQYASABEgLdZfD_BwE","74.95","Zoekmachine",4,"Eastpak",0
"330","8-5-2018 8:40:56","Ja",NA,"Vrouw","19","Mobiele telefoon","3-5 Minuten","6-9 minuten",08:39:00,08:40:00,"https://m.zalando.nl/eastpak-wyoming-rugzak-ea254h00p-q11.html?size=One%20Size&wmc=SEM31_NL_NAWBNARGNB_ZL.GO_PLA.&opc=2211&gclid=CjwKCAjw8r_XBRBkEiwAjWGLlKIXid7KUMdrB1HH1g3el41SJjZV_K2Dm5r3TCaKcZl9G9TaReIXwRoC6ZQQAvD_BwE&gclsrc=aw.ds","80","Zoekmachine",4,"Eastpak",60
"331","8-5-2018 10:18:22","Ja",NA,"Man","24","Laptop","3-5 Minuten","6-9 minuten",10:17:00,10:18:00,"https://www.thebagstore.nl/eastpak/eastpak-wyoming-into-black?gclid=EAIaIQobChMI5--H3tb12gIVq7ftCh0XJACyEAQYASABEgI7qfD_BwE","74.95","Zoekmachine",4,"Eastpak",60
"332","8-5-2018 10:21:19","Ja",NA,"Vrouw","17","Laptop","0-2 Minuten","0-2 minuten",10:18:00,10:21:00,"https://www.thebagstore.nl/eastpak/eastpak-wyoming-into-black?gclid=EAIaIQobChMI5--H3tb12gIVq7ftCh0XJACyEAQYASABEgI7qfD_BwE","74.95","Zoekmachine",1,"Eastpak",180
"333","8-5-2018 10:36:49","Ja",NA,"Vrouw","23","Mobiele telefoon","3-5 Minuten","0-2 minuten",10:35:00,10:36:00,"https://www.thebagstore.nl/eastpak/eastpak-wyoming-into-black?gclid=EAIaIQobChMI3Ke719r12gIVBrXtCh2OYA29EAQYASABEgK5YvD_BwE","74.95","Zoekmachine",3,"Eastpak",60
"334","8-5-2018 10:50:27","Ja",NA,"Vrouw","22","Mobiele telefoon","3-5 Minuten","Langer dan 10 minuten",10:48:00,10:50:00,"https://www.travelbags.nl/eastpak-wyoming-laptop-rugzak-15-into-black.html?utm_source=tradetracker&utm_campaign=225633&utm_medium=affiliate","69","Zoekmachine",4,"Eastpak",120
"335","8-5-2018 10:53:55","Ja",NA,"Vrouw","19","Mobiele telefoon","3-5 Minuten","6-9 minuten",10:52:00,10:53:00,"https://www.thebagstore.nl/eastpak/eastpak-wyoming-into-black?gclid=CjwKCAjwlcXXBRBhEiwApfHGTSY1hZOi8AbO07FlehS5iYGSnfYsq_rnwxrN0833Cax-QX_3aYE7_BoC8ewQAvD_BwE","74.95","Zoekmachine",4,"Eastpak",60
"336","8-5-2018 10:56:25","Ja",NA,"Vrouw","19","Mobiele telefoon","0-2 Minuten","6-9 minuten",10:54:00,10:55:00,"https://www.thebagstore.nl/eastpak/eastpak-wyoming-into-black?gclid=CjwKCAjwlcXXBRBhEiwApfHGTXv1BIOExZnlFP-XnY-zdtm1Jc9aJRwL1EYVkzxrPpy0H02yYsYipBoCND0QAvD_BwE","75","Zoekmachine",4,"Eastpak",60
"337","8-5-2018 11:01:08","Ja",NA,"Man","20","Mobiele telefoon","3-5 Minuten","6-9 minuten",11:00:00,11:05:00,"https://www.thebagstore.nl/eastpak/eastpak-wyoming-into-black?gclid=EAIaIQobChMI-7LdluD12gIVjpTtCh1hEAI3EAQYASABEgKVJPD_BwE","74","Zoekmachine",3,"Eastpak",300
"338","8-5-2018 11:11:29","Ja",NA,"Vrouw","19","Mobiele telefoon","3-5 Minuten","Langer dan 10 minuten",11:10:00,11:11:00,"https://www.thebagstore.nl/eastpak/eastpak-wyoming-into-black?gclid=EAIaIQobChMI7_KYreL12gIVKrftCh1viQF2EAQYDyABEgJ5OfD_BwE","75","Zoekmachine",4,"Eastpak",60
"339","8-5-2018 11:13:07","Ja",NA,"Man","21","Tablet","3-5 Minuten","3-5 minuten",11:04:00,11:08:00,"https://www.eastpak.com/nl-nl/rugzakken-c120/wyoming-into-black-pEK81161K+00+999.html","80","Website van het merk",3,"Eastpak",240
"340","8-5-2018 11:18:02","Ja",NA,"Vrouw","17","Mobiele telefoon","0-2 Minuten","Langer dan 10 minuten",11:16:00,11:17:00,"https://www.thebagstore.nl/eastpak/eastpak-wyoming-into-black?gclid=EAIaIQobChMI27Pk9OP12gIVr73tCh2WkgAREAQYASABEgLc6_D_BwE","75","Zoekmachine",3,"Eastpak",60
"341","8-5-2018 11:18:08","Ja",NA,"Man","19","Mobiele telefoon","3-5 Minuten","6-9 minuten",11:16:00,11:17:00,"CjwKCAjwlcXXBRBhEiwApfHGTY3DKSxUQJ4_HlMzZYEnAW96RcB_U9KXMd0k95kTR9po0YEycAmCJxoC2jMQAvD_BwE","75","Zoekmachine",4,"Eastpak",60
"342","8-5-2018 11:37:33","Ja",NA,"Vrouw","19","Mobiele telefoon","3-5 Minuten","3-5 minuten",11:34:00,11:37:00,"https://www.thebagstore.nl/eastpak/eastpak-wyoming-into-black?gclid=EAIaIQobChMI_4KAtej12gIVbbHtCh1MNwDvEAQYASABEgI8yPD_BwE","74.95","Zoekmachine",4,"Eastpak",180
"343","8-5-2018 11:49:05","Ja",NA,"Vrouw","26","Mobiele telefoon","3-5 Minuten","6-9 minuten",11:47:00,11:49:00,"https://www.thebagstore.nl/eastpak/eastpak-wyoming-into-black?gclid=EAIaIQobChMI3Ke719r12gIVBrXtCh2OYA29EAQYASABEgK5YvD_Bw","74.95","Zoekmachine",4,"Eastpak",120
"344","8-5-2018 12:35:12","Ja",NA,"Man","20","Mobiele telefoon","3-5 Minuten","3-5 minuten",12:34:00,12:34:00,"https://www.thebagstore.nl/eastpak/eastpak-wyoming-into-black?gclid=EAIaIQobChMIgIyho_X12gIVTLDtCh0c-gnzEAQYASABEgLMAvD_BwE","74","Zoekmachine",3,"Eastpak",0
"345","8-5-2018 12:39:54","Ja",NA,"Man","22","Laptop","3-5 Minuten","0-2 minuten",12:39:00,14:00:00,"https://www.eastpak.com/nl-nl/wyoming-into-black-pEK81161K+00+999.html","80","Zoekmachine",4,"Eastpak",4860
"346","8-5-2018 12:41:23","Ja",NA,"Vrouw","18","Tablet","0-2 Minuten","0-2 minuten",12:40:00,12:41:00,"Eastpack.com","80","Zoekmachine",4,"Eastpak",60
"347","8-5-2018 12:43:15","Ja",NA,"Man","26","Mobiele telefoon","6-9 Minuten","3-5 minuten",15:30:00,15:35:00,"https://www.thebagstore.nl/eastpak/eastpak-wyoming-into-black?gclid=EAIaIQobChMIrbvLjff12gIVD5ztCh2mqgTyEAQYASABEgI75vD_BwE","75","Zoekmachine",4,"Eastpak",300
"348","8-5-2018 12:45:38","Ja",NA,"Man","24","Mobiele telefoon","0-2 Minuten","0-2 minuten",16:54:00,16:55:00,"https://www.thebagstore.nl/eastpak/eastpak-wyoming-into-black?gclid=EAIaIQobChMIrbvLjff12gIVD5ztCh2mqgTyEAQYASABEgI75vD_BwE","75","Zoekmachine",4,"Eastpak",60
"349","8-5-2018 12:48:30","Ja",NA,"Man","18","Mobiele telefoon","3-5 Minuten","3-5 minuten",14:44:00,14:47:00,"https://www.thebagstore.nl/eastpak/eastpak-wyoming-into-black?gclid=EAIaIQobChMIrbvLjff12gIVD5ztCh2mqgTyEAQYASABEgI75vD_BwE","75","Zoekmachine",3,"Eastpak",180
"350","8-5-2018 12:52:41","Ja",NA,"Man","19","Laptop","3-5 Minuten","3-5 minuten",12:52:00,12:56:00,"https://www.eastpak.com/nl-nl/wyoming-into-black-pEK81161K+00+999.html?gclid=Cj0KCQjw8YXXBRDXARIsAMzsQuX92uyPllJyj5_00v8cS5YU1OCgSMBfLMG3oKJ2bXgvpQWJPg6HnWcaAnq2EALw_wcB","75","Website van het merk",4,"Eastpak",240
"351","8-5-2018 12:53:46","Ja",NA,"Man","19","Laptop","0-2 Minuten","0-2 minuten",12:54:00,12:56:00,"https://www.travelbags.nl/eastpak-wyoming-laptop-rugzak-15-into-black.html?gclid=CjwKCAjwlcXXBRBhEiwApfHGTYF8ey0EHVMnPrNETxSchUxfDj4b79pPSJctXOHO1miaDpEwLTkcaxoCJSgQAvD_BwE","69","Zoekmachine",4,"Eastpak",120
"352","8-5-2018 12:54:56","Ja",NA,"Man","20","Laptop","3-5 Minuten","3-5 minuten",12:54:00,12:55:00,"https://www.travelbags.nl/eastpak-wyoming-laptop-rugzak-15-into-black.html?gclid=CjwKCAjwlcXXBRBhEiwApfHGTYF8ey0EHVMnPrNETxSchUxfDj4b79pPSJctXOHO1miaDpEwLTkcaxoCJSgQAvD_BwE","69","Zoekmachine",4,"Eastpak",60
"353","8-5-2018 12:56:12","Ja",NA,"Man","21","Mobiele telefoon","0-2 Minuten","0-2 minuten",12:55:00,12:56:00,"https://www.thebagstore.nl/eastpak/eastpak-wyoming-into-black?gclid=EAIaIQobChMIrbvLjff12gIVD5ztCh2mqgTyEAQYASABEgI75vD_BwE","75","Zoekmachine",4,"Eastpak",60
"354","8-5-2018 12:57:59","Ja",NA,"Vrouw","19","Mobiele telefoon","0-2 Minuten","Langer dan 10 minuten",12:57:00,12:58:00,"https://www.thebagstore.nl/eastpak/eastpak-wyoming-into-black?gclid=EAIaIQobChMIrbvLjff12gIVD5ztCh2mqgTyEAQYASABEgI75vD_BwE","75","Zoekmachine",4,"Eastpak",60
"355","8-5-2018 13:32:47","Ja",NA,"Vrouw","19","Mobiele telefoon","0-2 Minuten","0-2 minuten",13:32:00,13:33:00,"https://www.thebagstore.nl/eastpak/eastpak-wyoming-into-black?gclid=EAIaIQobChMIrbvLjff12gIVD5ztCh2mqgTyEAQYASABEgI75vD_BwE","75","Zoekmachine",4,"Eastpak",60
"356","8-5-2018 13:36:19","Ja",NA,"Vrouw","19","Mobiele telefoon","0-2 Minuten","3-5 minuten",13:34:00,13:35:00,"www.thebagstore.nl","75","Zoekmachine",4,"Eastpak",60
"357","6-5-2018 13:08:21","Ja",NA,"Vrouw","18","Laptop",NA,"3-5 minuten",13:06:00,13:07:00,"http://www.vespa.com/nl_NL/vespa-modellen/sprint/sprint-50.html","Zoekmachine",NA,4,"Vespa",60
